,index,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
589,68520,Mexico,"Ripe and rich, but not dull or out of whack, this smells sweet, a little soupy and densely fruity, with a cumin accent. It feels concentrated and full bodied, with black fruit flavors of roasted plum and blackberry. It's mellow, dealing brown sugar on the finish. This is a blend of Cabernet Sauvignon, Merlot and Tempranillo; drink now–2013.",,91,108.0,Valle de Guadalupe,,,Michael Schachner,@wineschach,El Sombrero 2009 Red (Valle de Guadalupe),Red Blend,El Sombrero
590,68573,France,"Definite tannins here, a wine that shows ripe fruits, richness and a solid core. It is not huge, but does have structure, bitter chocolate, sweetness. It's worth aging this wine 3–4 years.",Clos du Marquis,91,40.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Las Cases 2007 Clos du Marquis  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Las Cases
591,68660,US,"Bold and flavorful without feeling overtly ripe or sweet, this wine has a lot to say. It's complex and spicy, smelling of cardamom, nutmeg and rosemary—a possible result of its 25% whole-cluster fermentation. Red cherry, rhubarb and pomegranate flavors are bracing and fresh, while the texture is firm and moderately tannic. It's cellarable and will be best after 2018.",Oppenlander,93,48.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Phillips Hill 2014 Oppenlander Pinot Noir (Mendocino),Pinot Noir,Phillips Hill
592,68824,US,"Earthy, tart cherry and strawberry paint a pretty picture in this aromatic, inviting wine, a bold, fruity offering accented by luscious streaks of herb. Well-integrated and composed, dustings of cocoa and cola spice build steam on the finish, the overall package just lightly oaked.",,92,35.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Amici 2012 Pinot Noir (Russian River Valley),Pinot Noir,Amici
593,68925,US,"A very good Cab, dry, full-bodied and fruity. The tannins are thick and hard, making it difficult to savor the underlying blackberries, black cherries, blueberries and dark chocolate. If you drink it now, decant. Otherwise, try over the next 4–6 years.",District 4,92,39.0,California,Napa Valley,Napa,,,Prime 2007 District 4 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Prime
594,69021,France,"A densely tannic wine that is showing fine aging potential. It is well endowed with weight, acidity and ripe black currant fruits. With the rich fruit that opens slowly in the mouth, it has a fine combination of sweetness and structure. Age for 5–6 years.",,91,80.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Haut Breton Larigaudière 2009  Margaux,Bordeaux-style Red Blend,Château Haut Breton Larigaudière
595,69199,France,"Slowly the potential of this impressive wine is coming out. It is rich, the new wood flavors blending with the ripe blackberry sweetness and tight tannins. Chocolate flavor power through this concentrated wine.",,94,75.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Pontet-Canet 2007  Pauillac,Bordeaux-style Red Blend,Château Pontet-Canet
596,69317,US,"Round, full, fruity and complex, this polished effort's flavors runs the gamut from citrus to stone fruit to light tropical. Generous and elegant at once, it finishes with light notes of cracker and grain.",Estate Reserve,90,38.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Blakeslee 2009 Estate Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Blakeslee
597,69470,France,"Dense and structured, this ripe and fruity wine features attractive dense tannins that are balanced by rich black-currant fruit flavors. The acidity and the dry core of the wine both promise good aging, so drink from 2020. The property has been in the Ballande family since early 19th century. Red-wine production from the 50 acres is overseen by consultant Denis Dubourdieu.",,92,25.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Baret 2013  Pessac-Léognan,Bordeaux-style Red Blend,Château Baret
598,69510,France,"Very fruity aromas hint that this is a bright wine, its tannins shaded by the red and black berry flavors. The structure is integrated, showing ripe as well as fresh fruit with final flavors of chocolate.",,94,150.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Pavie Macquin 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Pavie Macquin
599,69621,US,"This full-bodied, full-flavored, ultraripe and smooth wine smells rich and fruity, tastes ripe and generous, feels velvety and finishes softly. The rich plum and strawberry aromas and flavors meld with the full, viscous mouthfeel.",Dach Vineyard,91,65.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Domaine Anderson 2012 Dach Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Domaine Anderson
600,70126,US,"Pure and delicious, this generous, lightly spicy and velvet-textured wine does a great job of combining ripe, tasty fruit flavors with an enticing oaky layer that seems to bring subtle sweetness. While full bodied it is not heavy, and has firm, fine-grained tannins to add texture.",Phantom,92,18.0,California,California,California Other,Jim Gordon,@gordone_cellars,Bogle 2013 Phantom Red (California),Red Blend,Bogle
601,70147,Portugal,"You can tell this is going to be a top-of-the-range wine by the heavy bottle. Named after the apple orchard that was the original vineyard of the producer, it is powerful and concentrated, with blackberry fruits and a solid, firm texture that will soften. Drink from 2018.",Pomar do Espírito Santo Cheleiros Reserva,92,32.0,Lisboa,,,Roger Voss,@vossroger,Manzwine 2013 Pomar do Espírito Santo Cheleiros Reserva Red (Lisboa),Portuguese Red,Manzwine
602,70211,US,"A fine vein of graphite extends through this bold yet refined Bordeaux-style red. It's robustly fruity, bursting with cranberry, red cherry and raspberry flavors, but enticingly savory as well, nuanced by hints of leather and balsamic vinegar. Dense tannins should smooth out between 2018 and 2020.",Slate Hill,90,20.0,New York,New York,New York Other,Anna Lee C. Iijima,,Benmarl 2014 Slate Hill Red (New York),Bordeaux-style Red Blend,Benmarl
603,70264,US,"Vibrant, fruity and dry now, with savory black currant, red currant, plum and cherry flavors, this Cab also has a spicy, minty quality that makes it come alive on the palate. It's young and tannic, and will benefit from up to eight years in the cellar.",Parady Vineyard,90,59.0,California,Napa Valley,Napa,,,Kasuari 2005 Parady Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Kasuari
604,70266,Chile,"This is what you want from Chile. The bouquet of green apple, lime, mineral, sea air and controlled sweetness is impressive while not being forceful. Flavors of citrus, pineapple and green herbs are live-wire, while the feel is stimulating and spritzy. With a juicy finish and tons of zest,this is a lovely, true wine that reflects its coastal San Antonio origins.",T.H. Lo Abarca,90,22.0,San Antonio,,,Michael Schachner,@wineschach,Undurraga 2008 T.H. Lo Abarca Sauvignon Blanc (San Antonio),Sauvignon Blanc,Undurraga
605,70320,Portugal,"A rich and smooth wine, its tannins already deliciously integrated into the juicy black fruits. The wine has a tarry character along with its blackberry acidity, sweetness and an extra roundness from the wood. Worth aging for 3–4 years.",Domini Plus,93,40.0,Douro,,,Roger Voss,@vossroger,José Maria da Fonseca 2008 Domini Plus Red (Douro),Portuguese Red,José Maria da Fonseca
606,70426,US,"Big, heavy, extracted, tannic and dry. That pretty much sums up this blend of all five Bordeaux varieties, with Petit Verdot in the majority. It's potent in blackberry and black currant flavors, with an undertow of minerals. Should age well over the next eight years, without necessarily becoming more distinguished.",Hendry Vineyard RED,90,38.0,California,Napa Valley,Napa,,,Hendry 2007 Hendry Vineyard RED Red (Napa Valley),Bordeaux-style Red Blend,Hendry
607,70428,US,"Very rich in blackberries and cassis, almost sweet, and the oak adds to the impression of sweetness with smoky caramel. Almost chocolaty, with a minty tang. Definitely in the modern style, soft and flashy. We'll see if it ages.",,90,90.0,California,Oakville,Napa,,,Bon Coeur 2008 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Bon Coeur
608,70429,US,"So ripe, it's like drinking the Platonic essence of cherries and blackberries, sweet and satisfying in fruity richness. Oak adds the usual level of flashy toast. It's a little on the soft side, but dramatically layered. Hard to tell where it's going down the road, so drink over the next six years.",Reserve,90,65.0,California,Napa Valley,Napa,,,Bon Coeur 2008 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bon Coeur
609,70543,Spain,"This is deep and fruity up front, with blackberry and cola aromas that come with creamy oak and offsetting minerality. Full and jammy on the palate, with flavors of blackberry, fine herbs and lightly applied molasses. Round and concentrated on the finish. Drink now through 2016.",Barranc dels Closos,91,25.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Mas Igneus 2009 Barranc dels Closos Red (Priorat),Red Blend,Mas Igneus
610,70557,Portugal,"This is both fruity and mineral driven, a combination that gives intense structure surrounded by ripe black fruit. Chocolate and spice notes come from the wood aging. All of the elements come together in a powerful, full-bodied effort that should age for three years.",Quinta de Pancas Selecção do Enólogo,91,16.0,Lisboa,,,Roger Voss,@vossroger,Companhia das Quintas 2009 Quinta de Pancas Selecção do Enólogo Red (Lisboa),Portuguese Red,Companhia das Quintas
611,70567,France,"Chapoutier has fashioned a full-bodied, creamy-textured 2009 Le Bernardine, with dark, plummy fruit and a hint of chocolate liqueur that ably reflect the warm vintage. Yet despite all of the lushness, the wine doesn't come across as heavy or overdone, making it attractive for early drinking. Try now–2018.",Le Bernardine,91,56.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,M. Chapoutier 2009 Le Bernardine Red (Châteauneuf-du-Pape),Rhône-style Red Blend,M. Chapoutier
612,70588,US,"Gorgeous, deep dark-fruit aromas waft from the glass in this vivid, racy and pure wine. A concentrated but not heavy black-cherry note starts in the aroma, drives through the flavors and on to the lingering finish. Bracing acidity and fine but firm tannins add an elegant, appetizing mouthfeel. It will improve through 2022.",The West End,94,55.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,E16 2013 The West End Pinot Noir (Anderson Valley),Pinot Noir,E16
613,70676,France,"Named after a parcel of vines, this youthful, fruity wine is on its way to being delicious. It has a proper steely character, shot through with acidity and minerality while the citrus character is strong and firm. Drink from 2015.",Les L-O,90,34.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Michel Vattan 2012 Les L-O  (Sancerre),Sauvignon Blanc,Michel Vattan
614,70684,Argentina,"Stout, smoky aromas revolve around thick berry scents and minerally notes. This is rock solid in the mouth but not too heavy. Jammy blackberry, spice and herbal flavors are generous, while the finish is lightly oaked, with modest toast, vanilla and chocolate notes along with mint.",Alta Collection,90,20.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Tapiz 2012 Alta Collection Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Tapiz
615,70865,France,"From a small 19-acre estate, this is a fruity and juicy blend of Braucol and the still rare Prunelard. It has a tannic stalky edge that suggests the wine can still develop. This serious concentrated wine was made in egg-shaped cement tanks and is from organic grapes. Drink from 2019.",L'Enclos Rouge,92,28.0,Southwest France,Gaillac,,Roger Voss,@vossroger,L'Enclos des Braves 2015 L'Enclos Rouge Red (Gaillac),Red Blend,L'Enclos des Braves
616,70866,US,"Beautiful blueberry aromas and plump black cherry and blueberry flavors lend a unique character to this ripe, fruity and full-bodied wine from interior Mendocino. Any oak accents take a back seat to the concentrated, layered and luxurious berry character that fills out the wine's broad but soft mouthfeel.",Estate Vineyard,92,45.0,California,,,Jim Gordon,@gordone_cellars,Masút 2015 Estate Vineyard Pinot Noir,Pinot Noir,Masút
617,70986,US,"This half Cabernet, one quarter each Merlot and Cab Franc offers a lovely mix of herb and earth, moderate density, nicely spiced, with brambly red fruits. It shows delicate old vine character, making up with refined herbal flavors what it lacks in fruit sweetness.",Sagemoor Vineyard Reserve,90,50.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tamarack Cellars 2006 Sagemoor Vineyard Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Tamarack Cellars
618,70995,US,"This rich, fruity Cabernet comes from one of the higher mountain regions in Dry Creek Valley. It's enormously concentrated in blackberry, black currant and oak flavors, with the briary, peppery note so often found in Dry Creek reds. Fairly tannic, it leaves a trail of astringency after you swallow. Good, if a little rustic. Give it three or four years to come around.",Watchtower Vineyard Estate,90,45.0,California,Dry Creek Valley,Sonoma,,,Gustafson Family 2007 Watchtower Vineyard Estate Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Gustafson Family
619,71016,France,"Surprisingly dry, this has richness rather than sweetness, and intense, powerful botrytis. The honey is intensely perfumed, along with baked apples and spice. Certainly a long-aging wine.",,94,40.0,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Coutet 2005  Barsac,Bordeaux-style White Blend,Château Coutet
620,71026,France,"Classic Sauternes, treading the fine line between sweetness and elegance. Initially, it seems to be dominated by the botrytis, but then sweet fruits also show, with ripe yellow fruits, honey and almonds, touched with citrus. As it develops, the wine will become richer and more intense.",,93,110.0,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Lafaurie-Peyraguey 2005  Sauternes,Bordeaux-style White Blend,Château Lafaurie-Peyraguey
621,71172,Italy,"Summus (a blend of Sangiovese, Cabernet and Syrah) is a brawny, powerful wine with meaty extraction and layered aromas of plum, blackberry and cherry. These fruity notes are framed by elegant mineral tones.",Summus,92,69.0,Tuscany,Sant'Antimo,,,,Castello Banfi 2004 Summus Red (Sant'Antimo),Red Blend,Castello Banfi
622,71180,US,"This marvelous vineyard has not been featured by Elk Cove previously. The characteristic blackberry fruit shines through, but winemaker Adam Campbell has wrapped it in the sort of elegant, lightly herbal, spicy flavors that define the Elk Cove style. Perfectly ripened at 14.5% alcohol, this wine manages to be both fruity and complex, open and layered.",Shea Vineyard,91,38.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Elk Cove 2005 Shea Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove
623,71186,Italy,"Gorgeous fine-tuning has shaped a vibrant wine that is rich in complexity. Aromas include blackberry, cigar box, espresso bean and the wine ends with thick, chewy tannins. There is meat on this wine's bones yet it closes crisp and fresh, not heavy.",Vallino delle Conche,91,26.0,Tuscany,Montescudaio,,,,La Regola 2004 Vallino delle Conche Red (Montescudaio),Red Blend,La Regola
624,71202,France,"This is a deliciously ripe, full-bodied wine with all the red berry fruits, orange zest and acidity that you could want. It's finely made with a creamy mousse and a fresh and fruity aftertaste.",Blanc de Noirs Brut,90,14.0,Alsace,Crémant d'Alsace,,Roger Voss,@vossroger,Willm NV Blanc de Noirs Brut Pinot Noir (Crémant d'Alsace),Pinot Noir,Willm
625,71313,US,"Starts out very full-bodied and rich, almost too heavy for Pinot Noir. Then the acids kick in to accent the silky texture, and you know it's a ripe, ageable Pinot Noir. With deep flavors of raspberries, cherries, red currants, licorice, cocoa and peppery spices, it should develop well over the next 4–6 years.",Estate,92,42.0,California,Santa Lucia Highlands,Central Coast,,,McIntyre Vineyards 2007 Estate Pinot Noir (Santa Lucia Highlands),Pinot Noir,McIntyre Vineyards
626,71317,US,"Shows lots of acidity and also the firm tannins and tug of dried herbs that always accompany this bottling. Quite good, with fruity flavors of cherries, raspberries, currants and cola, but feels a little rustic. Could harmonize over the next 6–8 years.",Weir Vineyard,92,56.0,California,Yorkville Highlands,North Coast,,,Williams Selyem 2007 Weir Vineyard Pinot Noir (Yorkville Highlands),Pinot Noir,Williams Selyem
627,71320,Spain,"Full, heavy, chunky wine with a powerful bouquet of black fruit and chocolate. The palate is about as full and concentrated as they come, but there's good balance and aging potential along with cassis, blackberry and mild herbal shadings. Savory and strong as it is long on the finish. Drinkable now but better from 2011–2014.",VS Reserva,91,100.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Val Sotillo 2004 VS Reserva  (Ribera del Duero),Red Blend,Val Sotillo
628,71615,US,"After years of producing a basic Sonoma County Pinot, the winery turns to the coast for this blend of several vineyards. The results are wonderful. The wine is rich and expressive in raspberries and cherries, with touches of bacon, cola and the sweetness of new French oak. Drink this silky wine now.",,90,24.0,California,Sonoma Coast,Sonoma,,,Chateau St. Jean 2011 Pinot Noir (Sonoma Coast),Pinot Noir,Chateau St. Jean
629,71863,France,"89–91. Barrel sample. This chateau has been newly acquired by the Barton family of Léoville Barton. It's an attractive, fruity wine with warm tannins. The palate is fine and juicy, and finishes softly at the end.",Barrel Sample,90,50.0,Bordeaux,Moulis-en-Médoc,,Roger Voss,@vossroger,Château Mauvesin Barton 2012 Barrel Sample  (Moulis-en-Médoc),Bordeaux-style Red Blend,Château Mauvesin Barton
630,72227,US,"Elegance is the keyword for all the wines of DDO, with the added bonus of structure that almost begs for cellaring. This lovely Pinot Noir effortlessly captures the essence of the grape without any heavy-handed oak, alcohol or over-ripeness. Truly Burgundian, a moderate 14% alcohol, it offers seamless integration of berry and plum fruit, natural acids and lightly applied oak accents of sandalwood and toasted cracker.",,91,45.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Domaine Drouhin Oregon 2006 Pinot Noir (Oregon),Pinot Noir,Domaine Drouhin Oregon
631,72246,US,"This is a muscular, full-bodied wine showing a nice mix of savory and fruity flavors. A fantastic lively texture of firm acidity and fine tannins come with a lip-smacking freshness that's hard to ignore. The balance and complexity are very attractive and promise versatility with a wide variety of foods.",Filigreen,91,42.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Panthea 2012 Filigreen Pinot Noir (Anderson Valley),Pinot Noir,Panthea
632,72617,US,"Fairly heavy and full, with a powerfully spicy and chocolaty nose. Dark-fruit and herb tastes are accented by a strong shot of coffee from the oak. The finish is tannic and drying, with more of that coffee and also some notes of licorice. Perfectly chunky, in the Napa/Oakville style.",Estate Grown,90,85.0,California,Oakville,Napa,,,Oakford 1997 Estate Grown Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Oakford
633,72619,US,"Some sweetness in the form of kirsch and Port, as well as chocolate and the clear essence of wood shavings. At only 53% Cabernet, there's lots of Merlot-influenced red fruit. It's more light and elegant than many dense Napa Cabs and keeps a reserved nature all the way through to the end.",Holbrook Mitchell Trio,90,30.0,California,Napa Valley,Napa,,,Rosenblum 1997 Holbrook Mitchell Trio Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rosenblum
634,72621,US,"Black-cherry and plum aromas on the nose open to similar flavors, with toast and mineral accents on the palate. An elegant and refined wine, with a lengthy finish that displays cassis and earth flavors, and moderate, even tannins. Not a heavy or fat wine, it shows very good balance and should be cellared for three to five years.",Reserve Beckstoffer IV Vineyar,90,41.0,California,Napa Valley,Napa,,,Guenoc 1997 Reserve Beckstoffer IV Vineyar Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Guenoc
635,72627,US,"Taut but complex aromatics of black plum, chocolate, soy, and cedar open this very dark-hued contender. The oak here is lavish, and the wine appeals with its dark-cherry and toast flavors. Closes with a dry, evenly tannic finish. The insistent heavy toast makes it perhaps a bit of a one-noter, but it's a good example of this popular style.",Reserve,90,40.0,California,Sonoma Valley,Sonoma,,,St. Francis 1997 Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,St. Francis
636,72629,US,"A power-packed heavyweight from Sonoma, this delivers a piercing black-fruit aroma and flavor profile. Cassis and plum flavors are tight and tasty, and the long, juicy finish indicates that it could evolve nicely. Anyone planning on drinking it soon should expect a punch. Elegance is not its strong suit right now.",Christopher's Vineyard,90,70.0,California,Sonoma County,Sonoma,,,Stonestreet 1997 Christopher's Vineyard Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Stonestreet
637,72630,US,"A bouquet of dark red fruits and heavy cedar accents opens this even, well-balanced offering. Looks and tastes mature; the dry, cherry-chocolate flavors are forward, and it closes with handsome tobacco and cedar notes. Appealing and ready to go. Drink now to 2004.",Leonardini Vyd,90,75.0,California,Napa Valley,Napa,,,Whitehall Lane 1997 Leonardini Vyd Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Whitehall Lane
638,72727,Chile,"For an inaugural effort, this coastal Pinot Noir is on the money. Dark and slightly charred-smelling on the nose, the wine is not shy. Full, oaky and moderately tannic, it shows roasted plum, char and toasty flavors in front of a brawny, oaky finish. Best from late 2015 through 2017.",Costa,90,35.0,Colchagua Valley,,,Michael Schachner,@wineschach,Koyle 2012 Costa Pinot Noir (Colchagua Valley),Pinot Noir,Koyle
639,72877,US,"This bold, densely flavored and impressively tannic wine is dry, very well structured and will be interesting to age until 2018–2019. It smells darkly fruity, smoky and spicy, and tastes like cranberry and black cherry, finishing with a firm tang of tannin. It will be best after 2018.",,91,30.0,California,Lake County,,Jim Gordon,@gordone_cellars,Buck Shack 2013 Red (Lake County),Red Blend,Buck Shack
640,72878,Canada,"Smooth and fruity, yet complex and complete, this excellent wine offers ample acid and polished tannins around pretty red fruits. Notes of citrus and spice, tobacco and toast linger through a satisfying finish.",,91,32.0,British Columbia,Okanagan Valley,,Paul Gregutt,@paulgwine ,Burrowing Owl 2013 Merlot (Okanagan Valley),Merlot,Burrowing Owl
641,72949,Argentina,"Ripe, warm aromas of leather, licorice and baked black plum are the greeting on this Malbec-led blend. In the mouth, it's extracted, jammy and moderately tannic. Flavors of blackberry, vanilla, marshmallow and chocolate are derived from healthy fruit and plenty of oak. A long, spicy, woody finish offers a lot to chew on. Drink through 2021.",Amano,91,69.0,Mendoza Province,Agrelo,,Michael Schachner,@wineschach,Finca Decero 2013 Amano Red (Agrelo),Red Blend,Finca Decero
642,73026,US,"This entry level cuvée is finished with a screw cap, and pulled from a mix of barrels and clones from across the estate. It's forward, fruity and big, like an especially bold Beaujolais. Along with primary berry fruit there are light touches of pine needle and chocolate. It's full bodied and ready to go with your winter meal's roasted fowl.",Gisèle,90,30.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,WillaKenzie Estate 2014 Gisèle Pinot Noir,Pinot Noir,WillaKenzie Estate
643,73031,Portugal,"New wood and vanilla show strongly over the red-berry fruits. This wine has attractive tannins and acidity, balanced to give a fruity while structured character. Produced by the cooperative of Vila Real, the wine will be ready from late 2017.",Reserva,90,12.0,Douro,,,Roger Voss,@vossroger,Adega Vila Real 2013 Reserva Red (Douro),Portuguese Red,Adega Vila Real
644,73046,US,"The bouquet is dark and serious, with brooding black-cherry, leather and cedar aromas. In the mouth, flavors of black plums, mint-menthol and tobacco—all with a foresty accent—fill the palate. On the heavy side of medium-weight, with a supple texture, it has a long, toasty finish with fine tannins. Hold until 2004.",,91,70.0,California,Napa Valley,Napa,,,Caymus 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Caymus
645,73049,US,"Cherry cough drops in a pleasant way on the nose, and then a medium-berry mouth, spice, light cedar and raspberries—there's a whole lot going on here. Not heavy on the complexity; rather it delivers clean fruit and simple spice.",Lauer Vineyard,91,39.0,California,Napa Valley,Napa,,,Jessup Cellars 1997 Lauer Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jessup Cellars
646,73052,US,"Sports an explosively fruity nose of berry and plum, with cloves and toasty oak in support. Medium-weight, with very nice fruit and good structure, it displays some engaging chocolate and spice notes. The finish is brisk and tangy, with bitter cocoa notes and firm, drying tannins. Hold until 2005.",Corley Reserve,91,65.0,California,Napa Valley,Napa,,,Monticello Vineyards 1997 Corley Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Monticello Vineyards
647,73059,US,"Like a nice Bordeaux, there's some barnyard aromas—but also a leathery spiciness with accents of cinnamon, chocolate and espresso. Impressive balance and breadth. Not too high strung—instead it's soft, smooth, almost heavy. A good wine to drink early on.",Estate Bottled Reserve,90,95.0,California,Rutherford,Napa,,,Peju 1997 Estate Bottled Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Peju
648,73166,Portugal,"This is a rich, concentrated while also fruity wine. With its solid tannins that are finely integrated into the rich, black plum fruit flavors, it is already a very fine wine and presently drinkable; however, another year would not hurt, so best to savor this dense blend of Alicante Bouschet, Petit Verdot and Syrah after 2017.",Grande Reserva,93,45.0,Alentejano,,,Roger Voss,@vossroger,Dona Maria-Júlio Bastos 2010 Grande Reserva Red (Alentejano),Portuguese Red,Dona Maria-Júlio Bastos
649,73168,US,"Packed with fruit and tannins in almost equal measure, this robust but not heavy wine has a layered texture, bright flavors and a sense of depth and structure that indicate it will improve with time. It offers plenty of red cherry and raspberry flavors, and flashes of smoky oak that are well interlaced. Best after 2019.",Ferrington Vineyard,93,65.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,FEL 2013 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,FEL
650,73175,Portugal,"Produced from four parcels of 100-year-old vines, this field blend wine is stylish and fruity while also being densely structured. It is complex with red fruits and dry wood flavors layered with perfumed tannins and richness that comes from fermentation in stone lagars. It really needs to age, wait to drink until 2020.",O Fugitivo Vinhas Centenárias,93,50.0,Dão,,,Roger Voss,@vossroger,Casa da Passarella 2012 O Fugitivo Vinhas Centenárias Red (Dão),Portuguese Red,Casa da Passarella
651,73180,US,"This is sourced from the Maresh vineyard, which dates back to 1970. These older vines deliver that extra dollop of texture and mouthfeel that elevates the drinking experience. Powerful and yet elegant, it brings a panoply of berries, baking spices, Asian spices, nougat, caramel and milk chocolate. It delivers all of this and more, without feeling heavy or overblown. It drank even better after being open a full 24 hours.",Audrey,93,85.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Scott Paul 2013 Audrey Pinot Noir (Dundee Hills),Pinot Noir,Scott Paul
652,73495,France,"Ripe and richly fruity, the wine is full bodied with great acidity as well as firm tannins. It will keep for many years. Bold tannins and a fine tension between the fruit and acidity are all promising for the future. Drink this impressive wine from 2025.",,94,120.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Pape Clément 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Pape Clément
653,73695,US,"Here's a big-boned beauty of a Merlot. Impresses with the sheer size of its fruity-berry flavors and lovely, rich tannins. A layer of well-smoked oak overlays everything. This is a flamboyant wine and will reward careful cellaring.",Reserve,91,70.0,California,Napa Valley,Napa,,,Sterling 1999 Reserve Merlot (Napa Valley),Merlot,Sterling
654,73722,US,"Meaty, smoky aromas and equally meaty, smoky, peppery flavors give an untamed personality to this full-bodied blend made with Syrah, Petite Sirah, Grenache, Mourvèdre and a touch of Viognier. An emphasis on savory elements clearly separates it from the pack of simply fruity wines, so it's a fun little adventure in a bottle.",Collusion,91,25.0,California,California,California Other,Jim Gordon,@gordone_cellars,Hunter DeHaven 2011 Collusion Red (California),Red Blend,Hunter DeHaven
655,73868,France,"Another premier cru from Michel Gros, this one not as elegant and fruity as the Réas. Instead it goes for more ripeness, more tannic weight, and a lot more roasted scents from the barrels. Big, rawboned but undeniably appealing, it has a lot of rough-hewn flavor, dominated by toast, tannin and tobacco.",Aux Brulees,90,65.0,Burgundy,Vosne-Romanée,,Paul Gregutt,@paulgwine ,Michel Gros 1999 Aux Brulees  (Vosne-Romanée),Pinot Noir,Michel Gros
656,73990,France,"Dark and structured, this is a firm wine. It has a smoky wood character, powerful tannins over intensely ripe fruit. Acidity and sweetness balance to give a dense wine, powered with richness and destined to age for many years.",,95,69.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Giscours 2009  Margaux,Bordeaux-style Red Blend,Château Giscours
657,74036,US,"This Bordeaux-style blend leads with 50% Cabernet Sauvignon. Very dark in color and potent in flavor, the wine has grand proportions but is finely polished, leaving no rough edges. It starts with light wood smoke and cedar aromas, and proceeds to mouthfilling black-cherry and dark-chocolate flavors on a creamy but moderately tannic texture. The tannins are well integrated, the flavors are deep and persistent. Best after 2022.",Lineage,93,155.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Steven Kent 2013 Lineage Red (Livermore Valley),Red Blend,Steven Kent
658,74055,France,"The estate is a small enclave within the Château Tour des Termes which is owned by the same family. Half-and-half Merlot and Cabernet Sauvignon, the wine has a smoky character from the wood aging. That balances with the rich black fruits and intense fruity acidity. It is likely to be ready to drink from 2018.",Cuvée Prestige,92,34.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Saint-Corbian 2012 Cuvée Prestige  (Saint-Estèphe),Bordeaux-style Red Blend,Château Saint-Corbian
